Analysis Date,Analysis  Time,Sample Detail,Material,Naphth. % by GC,Thianaphth. %,Quinoline in ppm,Unknown Impurity%,SpGr,Analysed Temp OC,SpGr at 15.56OC,Mois. %,IBPOC,FBPOC
07.10.25,12.20AM,C-03-T,NO,91,3.04,1974,1.34,,,,,,
07.10.25,12.20AM,C-02-T,LCO,12.58,,,,0.983,32,0.993,,,
07.10.25,12.20AM,C-03-B,WO-270OC,0.03,,,,1.033,33,1.043,,236,272
07.10.25,12.20AM,C-01-B,ATO,0.22,,,,,,,,,
07.10.25,06.50AM,C-03-T,NO,87.34,3.68,1325,4.33,,,,,,
07.10.25,06.50AM,C-02-T,LCO,16.39,,,,0.987,30,0.996,,,
07.10.25,08.40AM,P-01,WFO,61.69,2.47,11280,2.44,1.03,42,1.046,0.2,106,330
07.10.25,12.30PM,C-03-T,NO,87.13,4.09,1309,3.94,,,,,,
07.10.25,12.30PM,C-02-T,LCO,14,,,,0.98,31,0.989,,,
07.10.25,12.30PM,C-03-B,WO-270OC,0.2,,,,1.032,34,1.043,,238,270
07.10.25,12.30PM,C-01-B,ATO,0.42,,,,1.07,94,1.117,,272,360
07.10.25,07.00PM,P-01,WFO,60.53,2.31,11146,2.39,,,,,,
07.10.25,07.00PM,C-03-T,NO,88.7,3.27,1103,3.34,,,,,,
07.10.25,07.00PM,C-02-T,LCO,10.74,,,,0.982,32,0.992,,,
08.10.25,01.00AM,C-03-T,NO,86.94,3.97,1896,3.97,,,,,,
08.10.25,01.00AM,C-02-T,LCO,10.6,,,,0.983,33,0.993,,,
08.10.25,01.00AM,C-03-B,WO-270OC,0.04,,,,1.04,28,1.047,,240,278
08.10.25,01.00AM,C-01-B,ATO,0.43,,,,1.084,87,1.127,,274,360
08.10.25,07.15AM,C-03-T,NO,86.69,3.96,1613,4.1,,,,,,
08.10.25,07.15AM,C-02-T,LCO,12.87,,,,0.979,30,0.988,,,
